Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,21,Wed,13/12/2023,19:45,QPR,1.4,0–0,0.7,Plymouth Argyle,"18,436","16,339",0.886255153,Weekday,234,MATRADE Loftus Road Stadium,League game,Tony Harrington,Match Report
Championship,21,Wed,13/12/2023,20:00,Middlesbrough,1.3,1–2,1.2,Hull City,"34,742","24,158",0.695354326,Weekday,89,Riverside Stadium,League game,Oliver Langford,Match Report
Championship,22,Sat,16/12/2023,12:30,Ipswich Town,2.1,2–2,0.8,Norwich City,"29,673","29,611",0.997910558,Weekend,45,Portman Road Stadium,Rivalry,Joshua Smith,Match Report
Championship,22,Sat,16/12/2023,15:00,Plymouth Argyle,2.6,3–2,1.5,Rotherham Utd,"17,900","16,025",0.895251397,Weekend,293,Home Park,League game,Gavin Ward,Match Report
Championship,22,Sat,16/12/2023,15:00,Leeds United,1.6,1–1,0.5,Coventry City,"37,608","36,700",0.975856201,Weekend,120,Elland Road,League game,Geoff Eltringham,Match Report
Championship,22,Sat,16/12/2023,15:00,Southampton,3.9,4–0,0.7,Blackburn,"32,384","27,545",0.850574358,Weekend,250,St. Mary's Stadium,League game,Graham Scott,Match Report
Championship,22,Sat,16/12/2023,15:00,Hull City,1.9,3–0,0.7,Cardiff City,"25,586","20,352",0.795435004,Weekend,247,MKM Stadium,League game,Keith Stroud,Match Report
Championship,22,Sat,16/12/2023,15:00,Bristol City,1,1–0,1,Sunderland,"27,000","22,701",0.840777778,Weekend,300,Ashton Gate Stadium,League game,Steve Martin,Match Report
Championship,22,Sat,16/12/2023,15:00,Sheffield Weds,1.3,2–1,0.4,QPR,"39,732","24,739",0.622646733,Weekend,169,Hillsborough Stadium,League game,Andrew Davies,Match Report
Championship,22,Sat,16/12/2023,15:00,Swansea City,1.3,1–2,1.1,Middlesbrough,"21,088","15,084",0.715288316,Weekend,326,Swansea.com Stadium,League game,Matt Donohue,Match Report
Championship,22,Sat,16/12/2023,15:00,Preston,2.1,1–5,3.3,Watford,"23,404","14,389",0.614809434,Weekend,206,Deepdale Stadium,League game,Sunny Gill,Match Report
Championship,22,Sat,16/12/2023,15:00,Millwall,1.4,1–1,1.5,Huddersfield,"20,146","15,040",0.746550184,Weekend,194,The Den,League game,Darren Bond,Match Report
Championship,22,Sun,17/12/2023,12:00,West Brom,1.3,1–1,0.4,Stoke City,"26,850","23,298",0.867709497,Weekend,47,The Hawthorns,League game,Andrew Kitchen,Match Report
Championship,22,Mon,18/12/2023,20:00,Birmingham City,0.5,2–3,2.3,Leicester City,"29,409","20,334",0.691420994,Weekday,44,St. Andrew's @ Knighthead Park,League game,David Webb,Match Report
Championship,23,Fri,22/12/2023,19:45,Bristol City,1.6,3–2,1.8,Hull City,"27,000","20,816",0.770962963,Weekend,230,Ashton Gate Stadium,League game,Ben Toner,Match Report
Championship,23,Fri,22/12/2023,19:45,Swansea City,0.8,2–1,0.4,Preston,"21,088","15,098",0.7159522,Weekend,204,Swansea.com Stadium,League game,Robert Madley,Match Report
Championship,23,Sat,23/12/2023,12:30,Leeds United,1.9,4–0,0.1,Ipswich Town,"37,608","36,758",0.977398426,Weekend,228,Elland Road,League game,Stephen Martin,Match Report
Championship,23,Sat,23/12/2023,15:00,Leicester City,3,3–0,0,Rotherham Utd,"32,262","31,175",0.966307111,Weekend,70,King Power Stadium,League game,Darren Bond,Match Report
Championship,23,Sat,23/12/2023,15:00,QPR,0.4,0–1,1.6,Southampton,"18,436","17,745",0.962518985,Weekend,77,MATRADE Loftus Road Stadium,League game,Oliver Langford,Match Report
Championship,23,Sat,23/12/2023,15:00,Blackburn,0.9,1–2,2.1,Watford,"31,367","17,803",0.567571014,Weekend,209,Ewood Park,League game,Dean Whitestone,Match Report
Championship,23,Sat,23/12/2023,15:00,Sunderland,2.4,0–3,1.6,Coventry City,"49,000","41,216",0.841142857,Weekend,207,Stadium of Light,Rivalry,Matt Donohue,Match Report
Championship,23,Sat,23/12/2023,15:00,Sheffield Weds,0.8,1–2,0.7,Cardiff City,"39,732","26,009",0.654610893,Weekend,203,Hillsborough Stadium,League game,Samuel Barrott,Match Report
