Round,Wk,Day,Date,Time,Home,xG,Score,xG2,Away,Stadium Capacity,Attendance,Attendance percentage,Day3,Distance travelled by away supporters (miles),Venue,Importance of the game,Referee,Match Report
Championship,24,Mon,26/12/2022,15:00,Hull City,1.4,1–1,1.2,Blackpool,25586,"19,170",0.749237864,Weekday,138,MKM Stadium,Boxing Day,John Brooks,Match Report
Championship,24,Mon,26/12/2022,15:00,Bristol City,0.8,0–2,1.7,West Brom,27000,"23,181",0.858555556,Weekday,92,Ashton Gate Stadium,Boxing Day,Steve Martin,Match Report
Championship,24,Mon,26/12/2022,15:00,Preston,0.9,1–2,1.2,Huddersfield,23404,"16,982",0.725602461,Weekday,54,Deepdale Stadium,Boxing Day,Geoff Eltringham,Match Report
Championship,24,Mon,26/12/2022,15:00,Middlesbrough,2.1,4–1,1.3,Wigan Athletic,34742,"31,048",0.893673364,Weekday,119,Riverside Stadium,Boxing Day,Oliver Langford,Match Report
Championship,24,Mon,26/12/2022,17:15,Cardiff City,0.9,0–0,0.4,QPR,33280,"18,549",0.557361779,Weekday,149,Cardiff City Stadium,Boxing Day,Keith Stroud,Match Report
Championship,24,Mon,26/12/2022,19:45,Luton Town,1.9,2–1,1.3,Norwich City,12056,"9,831",0.815444592,Weekday,103,Kenilworth Road Stadium,Boxing Day,Tim Robinson,Match Report
Championship,24,Tue,27/12/2022,17:15,Reading,1.3,2–1,2.6,Swansea City,24161,"15,452",0.639543065,Weekday,148,Select Car Leasing Stadium,Christmas Day,James Linington,Match Report
Championship,24,Tue,27/12/2022,20:00,Burnley,1.5,3–0,0.2,Birmingham City,21944,"20,945",0.954475027,Weekday,120,Turf Moor,Christmas Day,Darren England,Match Report
Championship,25,Thu,29/12/2022,18:00,QPR,1.1,0–3,0.9,Luton Town,18436,"16,030",0.869494467,Weekday,35,MATRADE Loftus Road Stadium,League game,Gavin Ward,Match Report
Championship,25,Thu,29/12/2022,19:45,Blackburn,0.8,1–2,0.9,Middlesbrough,31367,"18,128",0.577932222,Weekday,100,Ewood Park,League game,Leigh Doughty,Match Report
Championship,25,Thu,29/12/2022,19:45,Huddersfield,0.7,2–0,0.6,Rotherham Utd,24121,"19,378",0.803366361,Weekday,28,The John Smith's Stadium,League game,Jeremy Simpson,Match Report
Championship,25,Thu,29/12/2022,19:45,Wigan Athletic,0.8,1–4,1.9,Sunderland,25138,"14,615",0.581390723,Weekday,155,The DW Stadium,League game,Michael Salisbury,Match Report
Championship,25,Thu,29/12/2022,19:45,Millwall,0.6,0–0,0.9,Bristol City,20146,"14,814",0.735332076,Weekday,124,The Den,League game,Dean Whitestone,Match Report
Championship,25,Thu,29/12/2022,19:45,Coventry City,1,0–0,0.2,Cardiff City,32609,"21,421",0.656904536,Weekday,125,Coventry Building Society Arena,League game,Anthony Backhouse,Match Report
Championship,25,Thu,29/12/2022,20:00,West Brom,1.5,2–0,0.6,Preston,26850,"25,321",0.943054004,Weekday,111,The Hawthorns,League game,Andy Woolmer,Match Report
Championship,25,Thu,29/12/2022,20:15,Blackpool,1.4,1–2,1,Sheffield Utd,17338,"4,395",0.253489445,Weekday,92,Bloomfield Road,League game,Peter Bankes,Match Report
Championship,25,Fri,30/12/2022,19:45,Stoke City,0.8,0–1,0.5,Burnley,30089,"21,464",0.713350394,Weekend,81,Bet365 Stadium,League game,Keith Stroud,Match Report
Championship,25,Fri,30/12/2022,19:45,Birmingham City,0.6,0–1,1.2,Hull City,29409,"17,868",0.607569111,Weekend,134,St. Andrew's @ Knighthead Park,League game,Steve Martin,Match Report
Championship,25,Fri,30/12/2022,19:45,Swansea City,1.5,4–0,0.6,Watford,21088,"17,339",0.822221168,Weekend,189,Swansea.com Stadium,League game,John Busby,Match Report
Championship,25,Fri,30/12/2022,19:45,Norwich City,1,1–1,1.4,Reading,27359,"26,218",0.958295259,Weekend,157,Carrow Road,League game,David Webb,Match Report
Championship,26,Sun,01/01/2023,12:00,Blackburn,0.8,1–0,0.4,Cardiff City,31367,"12,499",0.398476105,Weekend,214,Ewood Park,League game,Thomas Bramall,Match Report
Championship,26,Sun,01/01/2023,15:00,Millwall,3.1,3–0,0.5,Rotherham Utd,20146,"12,899",0.640275985,Weekend,201,The Den,League game,Gavin Ward,Match Report
Championship,26,Sun,01/01/2023,15:00,Huddersfield,0.5,1–2,1,Luton Town,24121,"18,333",0.760043116,Weekend,157,The John Smith's Stadium,League game,Matt Donohue,Match Report
Championship,26,Sun,01/01/2023,15:00,Blackpool,0.5,1–1,2.7,Sunderland,17338,"14,117",0.814223094,Weekend,145,Bloomfield Road,League game,Tim Robinson,Match Report
Championship,26,Sun,01/01/2023,15:00,Coventry City,1.9,1–1,1.3,Bristol City,32609,"19,547",0.599435739,Weekend,102,Coventry Building Society Arena,League game,Jeremy Simpson,Match Report
Championship,26,Mon,02/01/2023,15:00,Swansea City,1,1–2,0.5,Burnley,21088,"17,699",0.839292489,Weekday,213,Swansea.com Stadium,New Year's Day,Oliver Langford,Match Report
Championship,26,Mon,02/01/2023,15:00,Norwich City,0.7,0–1,2.2,Watford,27359,"26,587",0.971782594,Weekday,128,Carrow Road,New Year's Day,James Linington,Match Report
Championship,26,Mon,02/01/2023,15:00,Wigan Athletic,0.5,1–4,2.2,Hull City,25138,"12,522",0.498130321,Weekday,111,The DW Stadium,New Year's Day,Geoff Eltringham,Match Report
Championship,26,Mon,02/01/2023,15:00,Birmingham City,0.9,1–3,3.4,Middlesbrough,29409,"17,823",0.606038968,Weekday,177,St. Andrew's @ Knighthead Park,New Year's Day,Dean Whitestone,Match Report
Championship,26,Mon,02/01/2023,15:00,West Brom,0.7,1–0,0.4,Reading,26850,"25,322",0.943091248,Weekday,121,The Hawthorns,New Year's Day,Tom Nield,Match Report
Championship,26,Mon,02/01/2023,15:00,Stoke City,1,0–1,0.6,Preston,30089,"20,034",0.66582472,Weekday,69,Bet365 Stadium,New Year's Day,Leigh Doughty,Match Report
Championship,26,Mon,02/01/2023,20:00,QPR,1.2,1–1,1.4,Sheffield Utd,18436,"14,151",0.767574311,Weekday,160,MATRADE Loftus Road Stadium,New Year's Day,Joshua Smith,Match Report
Championship,27,Sat,14/01/2023,12:30,Rotherham Utd,0.5,4–0,0.9,Blackburn,12021,"10,345",0.860577323,Weekend,68,AESSEAL New York Stadium,League game,Dean Whitestone,Match Report
Championship,27,Sat,14/01/2023,15:00,Preston,1.4,0–4,3.5,Norwich City,23404,"11,650",0.497778158,Weekend,232,Deepdale Stadium,League game,Steve Martin,Match Report
Championship,27,Sat,14/01/2023,15:00,Hull City,1,1–1,1.5,Huddersfield,25586,"17,928",0.700695693,Weekend,70,MKM Stadium,League game,Thomas Bramall,Match Report
Championship,27,Sat,14/01/2023,15:00,Middlesbrough,0.5,1–0,0.6,Millwall,34742,"24,614",0.70847965,Weekend,263,Riverside Stadium,League game,Matt Donohue,Match Report
Championship,27,Sat,14/01/2023,15:00,Watford,1.8,2–0,0.4,Blackpool,22220,"19,679",0.885643564,Weekend,224,Vicarage Road Stadium,League game,Gavin Ward,Match Report
Championship,27,Sat,14/01/2023,15:00,Bristol City,2.8,4–2,2.7,Birmingham City,27000,"21,489",0.795888889,Weekend,94,Ashton Gate Stadium,League game,John Busby,Match Report
Championship,27,Sat,14/01/2023,15:00,Cardiff City,1,1–1,2,Wigan Athletic,33280,"18,041",0.542097356,Weekend,192,Cardiff City Stadium,League game,Jeremy Simpson,Match Report
Championship,27,Sat,14/01/2023,15:00,Luton Town,0.6,2–3,2.1,West Brom,12056,"10,069",0.8351858,Weekend,92,Kenilworth Road Stadium,League game,Joshua Smith,Match Report
Championship,27,Sat,14/01/2023,15:00,Sheffield Utd,1.1,3–1,0.4,Stoke City,32050,"29,644",0.924929797,Weekend,48,Bramall Lane,League game,Michael Salisbury,Match Report
Championship,27,Sat,14/01/2023,15:00,Reading,1.5,2–2,2,QPR,24161,"14,186",0.587144572,Weekend,38,Select Car Leasing Stadium,League game,Darren Bond,Match Report
Championship,27,Sat,14/01/2023,15:00,Burnley,0.6,1–0,1,Coventry City,21944,"21,290",0.970196865,Weekend,135,Turf Moor,League game,David Webb,Match Report
Championship,27,Sat,14/01/2023,15:00,Sunderland,0.8,1–3,1.9,Swansea City,49000,"41,030",0.837346939,Weekend,323,Stadium of Light,League game,Keith Stroud,Match Report
Championship,28,Fri,20/01/2023,19:45,Sheffield Utd,1.9,1–0,0.7,Hull City,32050,"29,271",0.913291732,Weekend,67,Bramall Lane,League game,Darren Bond,Match Report
Championship,28,Fri,20/01/2023,20:00,Burnley,1.8,2–1,0.9,West Brom,21944,"19,890",0.906398104,Weekend,114,Turf Moor,League game,Jarred Gillett,Match Report
Championship,28,Sat,21/01/2023,12:30,Coventry City,0.7,2–4,1.7,Norwich City,32609,"19,877",0.609555644,Weekend,141,Coventry Building Society Arena,League game,Joshua Smith,Match Report
Championship,28,Sat,21/01/2023,15:00,Watford,2,1–1,1.3,Rotherham Utd,22220,"18,911",0.851080108,Weekend,151,Vicarage Road Stadium,League game,David Webb,Match Report
Championship,28,Sat,21/01/2023,15:00,Birmingham City,1.2,1–2,0.4,Preston,29409,"16,608",0.564725084,Weekend,114,St. Andrew's @ Knighthead Park,League game,Rebecca Welch,Match Report
Championship,28,Sat,21/01/2023,15:00,Bristol City,1.4,1–1,1.1,Blackburn,27000,"19,882",0.73637037,Weekend,198,Ashton Gate Stadium,League game,Tim Robinson,Match Report
Championship,28,Sat,21/01/2023,15:00,Wigan Athletic,0.5,0–2,0.8,Luton Town,25138,"11,125",0.442557085,Weekend,171,The DW Stadium,League game,Andy Woolmer,Match Report
Championship,28,Sat,21/01/2023,15:00,Stoke City,1.9,4–0,0.4,Reading,30089,"19,157",0.636677856,Weekend,159,Bet365 Stadium,League game,Gavin Ward,Match Report
Championship,28,Sat,21/01/2023,15:00,Cardiff City,1.3,0–1,1.4,Millwall,33280,"18,838",0.566045673,Weekend,157,Cardiff City Stadium,League game,Leigh Doughty,Match Report
Championship,28,Sat,21/01/2023,15:00,QPR,1.4,1–1,1.2,Swansea City,18436,"16,110",0.873833803,Weekend,186,MATRADE Loftus Road Stadium,League game,John Busby,Match Report
Championship,28,Sun,22/01/2023,12:00,Sunderland,3.1,2–0,0.6,Middlesbrough,49000,"42,584",0.869061224,Weekend,31,Stadium of Light,Rivalry,James Linington,Match Report
Championship,5,Sat,28/01/2023,15:00,Coventry City,0.8,2–0,0.3,Huddersfield,32609,"17,557",0.538409642,Weekend,114,Coventry Building Society Arena,League game,Seb Stockbridge,Match Report
Championship,29,Sat,28/01/2023,15:00,Middlesbrough,1.6,2–0,1.2,Watford,34742,"25,469",0.733089632,Weekend,244,Riverside Stadium,League game,Darren Bond,Match Report
Championship,29,Sat,28/01/2023,15:00,Hull City,1.1,3–0,0.3,QPR,25586,"16,418",0.641679043,Weekend,198,MKM Stadium,League game,James Linington,Match Report
Championship,29,Tue,31/01/2023,19:45,Luton Town,2,1–0,0.5,Cardiff City,12056,"9,031",0.749087591,Weekday,167,Kenilworth Road Stadium,League game,Geoff Eltringham,Match Report
Championship,30,Fri,03/02/2023,20:00,West Brom,2.1,1–0,1.4,Coventry City,26850,"24,719",0.920633147,Weekend,27,The Hawthorns,League game,Gavin Ward,Match Report
Championship,30,Sat,04/02/2023,12:30,Rotherham Utd,0.4,0–0,1.1,Sheffield Utd,12021,"11,485",0.955411363,Weekend,8,AESSEAL New York Stadium,League game,Graham Scott,Match Report
Championship,30,Sat,04/02/2023,12:30,Norwich City,0.4,0–3,1.2,Burnley,27359,"26,536",0.969918491,Weekend,228,Carrow Road,League game,Keith Stroud,Match Report
Championship,30,Sat,04/02/2023,15:00,Luton Town,0.8,1–0,0.3,Stoke City,12056,"10,031",0.832033842,Weekend,125,Kenilworth Road Stadium,League game,Dean Whitestone,Match Report
Championship,30,Sat,04/02/2023,15:00,Swansea City,2.5,3–4,2.2,Birmingham City,21088,"17,247",0.817858498,Weekend,148,Swansea.com Stadium,League game,Jeremy Simpson,Match Report
Championship,30,Sat,04/02/2023,15:00,Reading,1.9,2–2,1.8,Watford,24161,"13,861",0.573693142,Weekend,42,Select Car Leasing Stadium,League game,Steve Martin,Match Report
Championship,30,Sat,04/02/2023,15:00,Hull City,0.9,1–0,1.6,Cardiff City,25586,"16,584",0.648166966,Weekend,247,MKM Stadium,League game,David Webb,Match Report
Championship,30,Sat,04/02/2023,15:00,Preston,1.6,1–2,1.9,Bristol City,23404,"14,261",0.609340284,Weekend,195,Deepdale Stadium,League game,Leigh Doughty,Match Report
Championship,30,Sat,04/02/2023,15:00,Millwall,0.9,1–1,0.4,Sunderland,20146,"18,524",0.91948774,Weekend,290,The Den,League game,Thomas Bramall,Match Report
Championship,30,Sat,04/02/2023,15:00,Huddersfield,1.4,1–1,0.6,QPR,24121,"17,954",0.744330666,Weekend,190,The John Smith's Stadium,League game,Geoff Eltringham,Match Report
Championship,30,Sat,04/02/2023,15:00,Middlesbrough,1.9,3–0,1.5,Blackpool,34742,"26,299",0.756980024,Weekend,133,Riverside Stadium,League game,Tim Robinson,Match Report
Championship,30,Mon,06/02/2023,20:00,Blackburn,0.9,0–0,0.6,Wigan Athletic,31367,"14,540",0.463544489,Weekday,23,Ewood Park,League game,Matt Donohue,Match Report
Championship,28,Tue,07/02/2023,19:45,Blackpool,1.3,2–2,1.3,Huddersfield,17338,"11,164",0.643903564,Weekday,71,Bloomfield Road,League game,Graham Scott,Match Report
Championship,31,Fri,10/02/2023,20:00,Birmingham City,1,2–0,0.2,West Brom,29409,"17,781",0.604610833,Weekend,6,St. Andrew's @ Knighthead Park,Rivalry,James Linington,Match Report
Championship,31,Sat,11/02/2023,15:00,Sunderland,1.3,1–0,0.5,Reading,49000,"38,046",0.77644898,Weekend,296,Stadium of Light,League game,David Coote,Match Report
Championship,31,Sat,11/02/2023,15:00,Bristol City,0.9,1–0,0.7,Norwich City,27000,"23,757",0.879888889,Weekend,254,Ashton Gate Stadium,League game,Chris Kavanagh,Match Report
Championship,31,Sat,11/02/2023,15:00,QPR,0.5,1–2,1.7,Millwall,18436,"15,335",0.831796485,Weekend,11,MATRADE Loftus Road Stadium,Rivalry,Dean Whitestone,Match Report
Championship,31,Sat,11/02/2023,15:00,Coventry City,1.4,1–1,1.2,Luton Town,32609,"20,366",0.624551504,Weekend,66,Coventry Building Society Arena,League game,Steve Martin,Match Report
Championship,31,Sat,11/02/2023,15:00,Cardiff City,1.7,1–3,1.8,Middlesbrough,33280,"19,182",0.576382212,Weekend,289,Cardiff City Stadium,League game,John Busby,Match Report
Championship,31,Sat,11/02/2023,15:00,Wigan Athletic,0.5,1–0,0.2,Huddersfield,25138,"12,268",0.488026096,Weekend,43,The DW Stadium,League game,Gavin Ward,Match Report
Championship,31,Sat,11/02/2023,15:00,Blackpool,0.7,0–0,0.8,Rotherham Utd,17338,"12,262",0.707232668,Weekend,98,Bloomfield Road,League game,Joshua Smith,Match Report
Championship,31,Sat,11/02/2023,15:00,Stoke City,0.6,0–0,0.8,Hull City,30089,"23,970",0.796636645,Weekend,127,Bet365 Stadium,League game,Andy Woolmer,Match Report
Championship,31,Sat,11/02/2023,15:00,Sheffield Utd,2.1,3–0,0.7,Swansea City,32050,"27,800",0.867394696,Weekend,230,Bramall Lane,League game,Matt Donohue,Match Report
Championship,31,Sat,11/02/2023,15:00,Burnley,1.3,3–0,0.2,Preston,21944,"21,528",0.981042654,Weekend,21,Turf Moor,Rivalry,Darren Bond,Match Report
Championship,31,Sat,11/02/2023,15:00,Watford,1.4,1–1,0.8,Blackburn,22220,"19,294",0.868316832,Weekend,210,Vicarage Road Stadium,League game,Jeremy Simpson,Match Report
Championship,32,Tue,14/02/2023,19:45,QPR,1.2,0–3,2,Sunderland,18436,"14,471",0.784931655,Weekday,286,MATRADE Loftus Road Stadium,League game,Peter Bankes,Match Report
Championship,32,Tue,14/02/2023,19:45,Birmingham City,0.4,0–2,1.1,Cardiff City,29409,"14,369",0.488591928,Weekday,110,St. Andrew's @ Knighthead Park,League game,Gavin Ward,Match Report
Championship,32,Tue,14/02/2023,19:45,Norwich City,1.8,3–1,0.3,Hull City,27359,"25,767",0.941810739,Weekday,146,Carrow Road,League game,Dean Whitestone,Match Report
Championship,32,Tue,14/02/2023,19:45,Coventry City,1.1,1–0,0.6,Millwall,32609,"16,446",0.504339293,Weekday,103,Coventry Building Society Arena,League game,Matt Donohue,Match Report
Championship,32,Tue,14/02/2023,20:00,Burnley,2.4,1–1,0.4,Watford,21944,"18,393",0.838179001,Weekday,217,Turf Moor,League game,Leigh Doughty,Match Report
Championship,32,Tue,14/02/2023,20:00,Reading,1.1,2–1,1.1,Rotherham Utd,24161,"9,492",0.392864534,Weekday,183,Select Car Leasing Stadium,League game,John Busby,Match Report
Championship,32,Wed,15/02/2023,19:45,Swansea City,1.4,2–1,0.8,Blackpool,21088,"15,345",0.727665023,Weekday,223,Swansea.com Stadium,League game,Geoff Eltringham,Match Report
Championship,32,Wed,15/02/2023,19:45,Stoke City,2.3,3–0,0.5,Huddersfield,30089,"17,700",0.588254844,Weekday,81,Bet365 Stadium,League game,James Linington,Match Report
Championship,32,Wed,15/02/2023,19:45,Preston,1.2,1–1,3.3,Luton Town,23404,"13,903",0.594043753,Weekday,189,Deepdale Stadium,League game,Joshua Smith,Match Report
Championship,32,Wed,15/02/2023,19:45,Bristol City,0.7,1–1,1.1,Wigan Athletic,27000,"18,766",0.695037037,Weekday,177,Ashton Gate Stadium,League game,Keith Stroud,Match Report
Championship,32,Wed,15/02/2023,20:00,Sheffield Utd,1.9,1–3,1.7,Middlesbrough,32050,"29,084",0.907457098,Weekday,101,Bramall Lane,League game,Andre Marriner,Match Report
Championship,32,Wed,15/02/2023,20:00,West Brom,1.3,1–1,0.6,Blackburn,26850,"21,840",0.813407821,Weekday,106,The Hawthorns,League game,David Webb,Match Report
Championship,33,Fri,17/02/2023,20:00,Cardiff City,1.1,1–0,0.4,Reading,33280,"18,879",0.567277644,Weekend,112,Cardiff City Stadium,League game,Darren Bond,Match Report
Championship,33,Sat,18/02/2023,12:30,Millwall,1.8,3–2,1.6,Sheffield Utd,20146,"15,571",0.772907773,Weekend,164,The Den,League game,Steve Martin,Match Report
Championship,33,Sat,18/02/2023,15:00,Hull City,0.6,0–0,0.6,Preston,25586,"17,776",0.694754944,Weekend,121,MKM Stadium,League game,Samuel Allison,Match Report
Championship,33,Sat,18/02/2023,15:00,Rotherham Utd,0.8,0–2,0.9,Coventry City,12021,"10,865",0.903834955,Weekend,88,AESSEAL New York Stadium,League game,Keith Stroud,Match Report
Championship,33,Sat,18/02/2023,15:00,Blackpool,0.8,1–0,2.3,Stoke City,17338,"13,238",0.763525205,Weekend,86,Bloomfield Road,League game,Matt Donohue,Match Report
Championship,33,Sat,18/02/2023,15:00,Huddersfield,1.2,2–1,1.6,Birmingham City,24121,"19,564",0.811077484,Weekend,122,The John Smith's Stadium,League game,John Busby,Match Report
Championship,33,Sat,18/02/2023,15:00,Wigan Athletic,1,0–0,0.4,Norwich City,25138,"11,603",0.461572122,Weekend,230,The DW Stadium,League game,Geoff Eltringham,Match Report
Championship,33,Sat,18/02/2023,15:00,Luton Town,0.8,0–1,1.4,Burnley,12056,"10,066",0.834936961,Weekend,198,Kenilworth Road Stadium,League game,Jeremy Simpson,Match Report
Championship,33,Sat,18/02/2023,15:00,Middlesbrough,2.3,3–1,0.7,QPR,34742,"27,456",0.790282655,Weekend,259,Riverside Stadium,League game,David Webb,Match Report
Championship,33,Sat,18/02/2023,15:00,Blackburn,0.7,1–0,1.1,Swansea City,31367,"12,584",0.40118596,Weekend,206,Ewood Park,League game,Thomas Bramall,Match Report
Championship,33,Sat,18/02/2023,15:00,Sunderland,0.7,1–1,1.2,Bristol City,49000,"38,682",0.789428571,Weekend,294,Stadium of Light,League game,Gavin Ward,Match Report
Championship,33,Mon,20/02/2023,20:00,Watford,2.5,3–2,1.5,West Brom,22220,"18,634",0.838613861,Weekday,121,Vicarage Road Stadium,League game,Tim Robinson,Match Report
Championship,29,Tue,21/02/2023,19:45,Swansea City,1,1–3,2.6,Stoke City,21088,"15,817",0.75004742,Weekday,148,Swansea.com Stadium,League game,Andy Woolmer,Match Report
Championship,29,Tue,21/02/2023,19:45,Norwich City,1.4,3–1,0.7,Birmingham City,27359,"25,657",0.937790124,Weekday,163,Carrow Road,League game,Jarred Gillett,Match Report
Championship,29,Tue,21/02/2023,19:45,Rotherham Utd,0.5,2–1,1.3,Sunderland,12021,"10,522",0.875301556,Weekday,131,AESSEAL New York Stadium,League game,Chris Kavanagh,Match Report
Championship,29,Tue,21/02/2023,19:45,Millwall,0.8,1–1,1.9,Burnley,20146,"13,542",0.672192991,Weekday,235,The Den,League game,James Linington,Match Report
Championship,29,Tue,21/02/2023,19:45,Blackburn,1,1–0,0.8,Blackpool,31367,"14,483",0.461727293,Weekday,28,Ewood Park,League game,Dean Whitestone,Match Report
Championship,34,Sat,25/02/2023,12:30,Coventry City,1.6,2–1,1,Sunderland,32609,"21,437",0.657395198,Weekend,203,Coventry Building Society Arena,Rivalry,Dean Whitestone,Match Report
Championship,34,Sat,25/02/2023,15:00,Bristol City,1.4,1–0,0.9,Hull City,27000,"20,333",0.753074074,Weekend,230,Ashton Gate Stadium,League game,Samuel Barrott,Match Report
Championship,34,Sat,25/02/2023,15:00,Sheffield Utd,1.3,1–0,1.2,Watford,32050,"29,132",0.908954758,Weekend,145,Bramall Lane,League game,Keith Stroud,Match Report
Championship,34,Sat,25/02/2023,15:00,West Brom,1.8,2–0,1,Middlesbrough,26850,"25,204",0.938696462,Weekend,170,The Hawthorns,League game,Darren Bond,Match Report
Championship,34,Sat,25/02/2023,15:00,Preston,1.1,2–1,0.6,Wigan Athletic,23404,"17,842",0.762348317,Weekend,19,Deepdale Stadium,League game,Thomas Bramall,Match Report
Championship,34,Sat,25/02/2023,15:00,Burnley,3.5,4–0,0.3,Huddersfield,21944,"20,711",0.94381152,Weekend,35,Turf Moor,League game,Matt Donohue,Match Report
Championship,34,Sat,25/02/2023,15:00,Reading,1.4,3–1,0.8,Blackpool,24161,"17,013",0.704151318,Weekend,238,Select Car Leasing Stadium,League game,John Brooks,Match Report
Championship,34,Sat,25/02/2023,15:00,QPR,0.9,1–3,1.9,Blackburn,18436,"15,715",0.852408332,Weekend,228,MATRADE Loftus Road Stadium,League game,Leigh Doughty,Match Report
Championship,34,Sat,25/02/2023,15:00,Norwich City,1.7,2–0,0.6,Cardiff City,27359,"25,417",0.929017873,Weekend,266,Carrow Road,League game,James Linington,Match Report
Championship,34,Sat,25/02/2023,15:00,Birmingham City,0.7,0–1,1.2,Luton Town,29409,"16,866",0.573497909,Weekend,81,St. Andrew's @ Knighthead Park,League game,David Webb,Match Report
Championship,34,Sat,25/02/2023,15:00,Stoke City,0.8,0–1,0.4,Millwall,30089,"19,773",0.657150454,Weekend,161,Bet365 Stadium,League game,Tim Robinson,Match Report
Championship,34,Mon,27/02/2023,20:00,Swansea City,0.7,1–1,1.8,Rotherham Utd,21088,"15,144",0.718133536,Weekday,226,Swansea.com Stadium,League game,Gavin Ward,Match Report
Championship,29,Tue,28/02/2023,19:45,Preston,1.6,0–0,0.9,Coventry City,23404,"13,891",0.59353102,Weekday,125,Deepdale Stadium,League game,John Busby,Match Report
Championship,23,Tue,28/02/2023,20:00,Luton Town,1.6,2–2,1.2,Millwall,12056,"10,060",0.834439283,Weekday,50,Kenilworth Road Stadium,Rivalry,Geoff Eltringham,Match Report
Championship,35,Fri,03/03/2023,20:00,Hull City,0.7,2–0,2,West Brom,25586,"17,021",0.665246619,Weekend,130,MKM Stadium,League game,James Linington,Match Report
Championship,35,Sat,04/03/2023,12:30,Blackburn,0.9,1–0,1.3,Sheffield Utd,31367,"16,464",0.524882839,Weekend,64,Ewood Park,League game,Joshua Smith,Match Report
Championship,35,Sat,04/03/2023,12:30,Cardiff City,0.6,2–0,0.9,Bristol City,33280,"22,156",0.665745192,Weekend,44,Cardiff City Stadium,Rivalry,Matt Donohue,Match Report
Championship,35,Sat,04/03/2023,15:00,Huddersfield,1.1,0–4,1.8,Coventry City,24121,"19,958",0.827411799,Weekend,115,The John Smith's Stadium,League game,David Webb,Match Report
Championship,35,Sat,04/03/2023,15:00,Middlesbrough,3.6,5–0,0.1,Reading,34742,"26,823",0.772062633,Weekend,272,Riverside Stadium,League game,Keith Stroud,Match Report
Championship,35,Sat,04/03/2023,15:00,Wigan Athletic,0.5,1–1,1.3,Birmingham City,25138,"13,741",0.546622643,Weekend,92,The DW Stadium,League game,Steve Martin,Match Report
Championship,35,Sat,04/03/2023,15:00,Watford,0.9,0–0,0.4,Preston,22220,"19,244",0.866066607,Weekend,210,Vicarage Road Stadium,League game,Gavin Ward,Match Report
Championship,35,Sat,04/03/2023,15:00,Sunderland,0.9,1–5,2.6,Stoke City,49000,"40,053",0.817408163,Weekend,193,Stadium of Light,League game,Jeremy Simpson,Match Report
Championship,35,Sat,04/03/2023,15:00,Rotherham Utd,2.5,3–1,1.6,QPR,12021,"10,563",0.878712254,Weekend,164,AESSEAL New York Stadium,League game,Darren Bond,Match Report
Championship,35,Sat,04/03/2023,15:00,Millwall,1.9,2–3,0.5,Norwich City,20146,"18,785",0.932443165,Weekend,116,The Den,League game,Graham Scott,Match Report
Championship,35,Sat,04/03/2023,15:00,Blackpool,0.3,0–0,0.6,Burnley,17338,"14,134",0.815203599,Weekend,39,Bloomfield Road,Rivalry,Thomas Bramall,Match Report
Championship,35,Sat,04/03/2023,15:00,Luton Town,2.7,1–0,0.5,Swansea City,12056,"10,072",0.835434638,Weekend,198,Kenilworth Road Stadium,League game,Dean Whitestone,Match Report
Championship,29,Tue,07/03/2023,19:45,Huddersfield,0.5,0–0,1.1,Bristol City,24121,"17,177",0.712118071,Weekday,208,The John Smith's Stadium,League game,Leigh Doughty,Match Report
Championship,29,Tue,07/03/2023,20:00,West Brom,2.5,1–0,0.5,Wigan Athletic,26850,"21,552",0.802681564,Weekday,86,The Hawthorns,League game,Rebecca Welch,Match Report
Championship,29,Tue,07/03/2023,20:00,Reading,0.5,0–1,1.4,Sheffield Utd,24161,"9,897",0.409627085,Weekday,180,Select Car Leasing Stadium,League game,Dean Whitestone,Match Report
Championship,36,Fri,10/03/2023,20:00,Stoke City,1.9,3–2,0.8,Blackburn,30089,"17,427",0.579181761,Weekend,73,Bet365 Stadium,League game,Matt Donohue,Match Report
Championship,36,Sat,11/03/2023,12:30,Bristol City,2.2,2–0,0.2,Blackpool,27000,"19,070",0.706296296,Weekend,213,Ashton Gate Stadium,League game,Darren Bond,Match Report
Championship,36,Sat,11/03/2023,15:00,Swansea City,1.2,1–3,2,Middlesbrough,21088,"17,021",0.807141502,Weekend,326,Swansea.com Stadium,League game,Peter Bankes,Match Report
Championship,36,Sat,11/03/2023,15:00,QPR,0.5,1–0,0.8,Watford,18436,"17,247",0.935506617,Weekend,15,MATRADE Loftus Road Stadium,League game,James Linington,Match Report
Championship,36,Sat,11/03/2023,15:00,West Brom,1.7,1–0,0.5,Huddersfield,26850,"24,685",0.919366853,Weekend,115,The Hawthorns,League game,Dean Whitestone,Match Report
Championship,36,Sat,11/03/2023,15:00,Preston,2,2–0,0.7,Cardiff City,23404,"14,295",0.610793027,Weekend,229,Deepdale Stadium,League game,David Webb,Match Report
Championship,36,Sat,11/03/2023,15:00,Coventry City,2.1,1–1,0.8,Hull City,32609,"22,206",0.680977644,Weekend,121,Coventry Building Society Arena,League game,Joshua Smith,Match Report
Championship,36,Sat,11/03/2023,15:00,Sheffield Utd,0.7,0–1,0.5,Luton Town,32050,"28,006",0.873822153,Weekend,127,Bramall Lane,League game,Leigh Doughty,Match Report
